id,employee_id,file_name,is_data_correct,is_data_entered,passport_expiry_date,visa_expiry_date,user_id,created_at,updated_at,deleted_at,is_passport,is_visa,is_photo,is_no_file_uploaded,issue,verify_count,re_entry,verifier1_id,verifier2_id,verifier1,verifier2,is_issue
94,10119,10119-21_Page2.jpg,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
95,10119,10119-21_Page3.jpg,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
96,10123,10123 - 24.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
97,10123,10123-19.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
98,10123,10123-21.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
99,10128,10128-19.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
100,10128,10128-21.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
101,10128,10128-VISA-23.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
102,10132,10132-19.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
103,10132,10132.pdf,0,0,0000-00-00,0000-00-00,2,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
104,10145,10145-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
105,10145,10145-23.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
106,10145,10145-R.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
107,10149,10149-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
108,10153,10153-19.pdf,0,0,0000-00-00,0000-00-00,4,0000-00-00 00:00:00,10/18/2024 6:16,NULL,1,1,1,1,NULL,0,NULL,NULL,NULL,NULL,NULL,0
